traffic_monthly,Bounce Rate,Conversion Rate,avg_converted,avg_total_ads
,41.35%,,0.02523886203220195,0
,30.02%,,0.02523886203220195,0
,38.59%,,0.02523886203220195,0
,23.98%,,0.02523886203220195,0
,60.74%,,0.02523886203220195,0
,61.79%,,0.02523886203220195,0
,40.79%,,0.02523886203220195,0
,29.30%,,0.02523886203220195,0
,57.39%,,0.02523886203220195,0
,38.19%,,0.02523886203220195,0
,46.91%,,0.02523886203220195,0
,60.53%,,0.02523886203220195,0
,53.85%,,0.02523886203220195,0
,47.17%,,0.02523886203220195,0
,59.59%,,0.02523886203220195,0
,62.64%,,0.02523886203220195,0
,30.39%,,0.02523886203220195,0
,15.15%,,0.02523886203220195,0
,62.79%,,0.02523886203220195,0
,36.41%,,0.02523886203220195,0
,47.99%,,0.02523886203220195,0
,28.03%,,0.02523886203220195,0
,76.39%,,0.02523886203220195,0
,53.25%,,0.02523886203220195,0
,53.20%,,0.02523886203220195,0
,43.86%,,0.02523886203220195,0
,62.44%,,0.02523886203220195,0
,49.83%,,0.02523886203220195,0
,55.14%,,0.02523886203220195,0
,62.54%,,0.02523886203220195,0
,53.71%,,0.02523886203220195,0
,28.41%,,0.02523886203220195,0
,21.94%,,0.02523886203220195,0
,30.24%,,0.02523886203220195,0
,29.78%,,0.02523886203220195,0
,37.09%,,0.02523886203220195,0
,26.79%,,0.02523886203220195,0
,19.94%,,0.02523886203220195,0
,36.05%,,0.02523886203220195,0
,26.06%,,0.02523886203220195,0
,26.96%,,0.02523886203220195,0
,35.30%,,0.02523886203220195,0
,64.22%,,0.02523886203220195,0
,87.83%,,0.02523886203220195,0
,66.64%,,0.02523886203220195,0
,37.51%,,0.02523886203220195,0
,34.83%,,0.02523886203220195,0
,60.79%,,0.02523886203220195,0
,42.35%,,0.02523886203220195,0
,29.32%,,0.02523886203220195,0
,25.93%,,0.02523886203220195,0
,36.87%,,0.02523886203220195,0
,36.35%,,0.02523886203220195,0
,41.72%,,0.02523886203220195,0
,26.99%,,0.02523886203220195,0
,32.53%,,0.02523886203220195,0
,38.58%,,0.02523886203220195,0
,26.22%,,0.02523886203220195,0
,37.95%,,0.02523886203220195,0
,28.65%,,0.02523886203220195,0
,26.56%,,0.02523886203220195,0
,53.95%,,0.02523886203220195,0
,47.05%,,0.02523886203220195,0
,24.05%,,0.02523886203220195,0
,29.61%,,0.02523886203220195,0
,33.56%,,0.02523886203220195,0
,25.74%,,0.02523886203220195,0
,30.41%,,0.02523886203220195,0
,31.31%,,0.02523886203220195,0
,62.94%,,0.02523886203220195,0
,59.27%,,0.02523886203220195,0
,44.66%,,0.02523886203220195,0
,22.38%,,0.02523886203220195,0
,37.92%,,0.02523886203220195,0
,29.81%,,0.02523886203220195,0
,35.62%,,0.02523886203220195,0
,39.16%,,0.02523886203220195,0
,36.49%,,0.02523886203220195,0
,38.57%,,0.02523886203220195,0
,43.62%,,0.02523886203220195,0
,56.72%,,0.02523886203220195,0
,65.44%,,0.02523886203220195,0
,36.19%,,0.02523886203220195,0
,33.33%,,0.02523886203220195,0
,62.52%,,0.02523886203220195,0
,30.02%,,0.02523886203220195,0
,34.24%,,0.02523886203220195,0
,49.91%,,0.02523886203220195,0
,55.87%,,0.02523886203220195,0
,49.61%,,0.02523886203220195,0
,27.30%,,0.02523886203220195,0
,31.15%,,0.02523886203220195,0
,46.94%,,0.02523886203220195,0
,25.97%,,0.02523886203220195,0
,49.42%,,0.02523886203220195,0
,53.02%,,0.02523886203220195,0
,60.06%,,0.02523886203220195,0
,35.19%,,0.02523886203220195,0
,33.38%,,0.02523886203220195,0
,31.49%,,0.02523886203220195,0
,23.32%,,0.02523886203220195,0
,18.44%,,0.02523886203220195,0
,23.95%,,0.02523886203220195,0
,47.26%,,0.02523886203220195,0
,48.55%,,0.02523886203220195,0
,42.85%,,0.02523886203220195,0
,42.44%,,0.02523886203220195,0
,63.16%,,0.02523886203220195,0
,69.49%,,0.02523886203220195,0
,25.32%,,0.02523886203220195,0
,46.19%,,0.02523886203220195,0
,34.67%,,0.02523886203220195,0
,54.12%,,0.02523886203220195,0
,23.20%,,0.02523886203220195,0
,51.23%,,0.02523886203220195,0
,31.93%,,0.02523886203220195,0
,84.53%,,0.02523886203220195,0
,20.57%,,0.02523886203220195,0
,57.66%,,0.02523886203220195,0
,81.56%,,0.02523886203220195,0
,34.88%,,0.02523886203220195,0
,30.51%,,0.02523886203220195,0
,45.87%,,0.02523886203220195,0
,45.66%,,0.02523886203220195,0
,59.69%,,0.02523886203220195,0
,58.70%,,0.02523886203220195,0
,47.13%,,0.02523886203220195,0
,40.94%,,0.02523886203220195,0
,26.27%,,0.02523886203220195,0
,35.70%,,0.02523886203220195,0
,19.34%,,0.02523886203220195,0
,54.92%,,0.02523886203220195,0
,41.64%,,0.02523886203220195,0
,51.77%,,0.02523886203220195,0
,47.77%,,0.02523886203220195,0
,67.86%,,0.02523886203220195,0
,51.02%,,0.02523886203220195,0
,58.50%,,0.02523886203220195,0
,59.38%,,0.02523886203220195,0
,51.05%,,0.02523886203220195,0
,52.40%,,0.02523886203220195,0
,66.64%,,0.02523886203220195,0
,30.66%,,0.02523886203220195,0
,51.79%,,0.02523886203220195,0
,67.13%,,0.02523886203220195,0
,45.64%,,0.02523886203220195,0
,45.22%,,0.02523886203220195,0
,61.71%,,0.02523886203220195,0
,20.41%,,0.02523886203220195,0
,61.66%,,0.02523886203220195,0
,40.50%,,0.02523886203220195,0
,51.77%,,0.02523886203220195,0
,54.39%,,0.02523886203220195,0
,38.15%,,0.02523886203220195,0
,54.67%,,0.02523886203220195,0
,61.05%,,0.02523886203220195,0
,63.94%,,0.02523886203220195,0
,36.99%,,0.02523886203220195,0
,57.25%,,0.02523886203220195,0
,50.72%,,0.02523886203220195,0
,34.99%,,0.02523886203220195,0
,40.52%,,0.02523886203220195,0
,58.14%,,0.02523886203220195,0
,51.55%,,0.02523886203220195,0
,34.05%,,0.02523886203220195,0
,49.16%,,0.02523886203220195,0
,42.56%,,0.02523886203220195,0
,76.28%,,0.02523886203220195,0
,47.56%,,0.02523886203220195,0
,47.09%,,0.02523886203220195,0
,61.96%,,0.02523886203220195,0
,62.38%,,0.02523886203220195,0
,49.58%,,0.02523886203220195,0
,25.64%,,0.02523886203220195,0
,45.45%,,0.02523886203220195,0
,50.54%,,0.02523886203220195,0
,70.94%,,0.02523886203220195,0
,37.50%,,0.02523886203220195,0
,53.45%,,0.02523886203220195,0
,34.97%,,0.02523886203220195,0
,53.18%,,0.02523886203220195,0
,33.28%,,0.02523886203220195,0
,66.68%,,0.02523886203220195,0
,49.40%,,0.02523886203220195,0
,39.83%,,0.02523886203220195,0
,32.78%,,0.02523886203220195,0
,50.16%,,0.02523886203220195,0
,40.89%,,0.02523886203220195,0
,58.57%,,0.02523886203220195,0
,46.90%,,0.02523886203220195,0
,24.50%,,0.02523886203220195,0
,40.16%,,0.02523886203220195,0
,33.37%,,0.02523886203220195,0
,58.80%,,0.02523886203220195,0
,39.36%,,0.02523886203220195,0
,42.72%,,0.02523886203220195,0
,38.30%,,0.02523886203220195,0
,45.31%,,0.02523886203220195,0
,52.26%,,0.02523886203220195,0
,35.33%,,0.02523886203220195,0
,59.82%,,0.02523886203220195,0
,51.90%,,0.02523886203220195,0
,42.26%,,0.02523886203220195,0
,37.71%,,0.02523886203220195,0
,44.65%,,0.02523886203220195,0
,36.37%,,0.02523886203220195,0
,41%,,0.02523886203220195,0
,42.21%,,0.02523886203220195,0
,50.95%,,0.02523886203220195,0
,59.48%,,0.02523886203220195,0
,52.08%,,0.02523886203220195,0
,44.80%,,0.02523886203220195,0
,29.62%,,0.02523886203220195,0
,46.81%,,0.02523886203220195,0
,43.87%,,0.02523886203220195,0
,53.04%,,0.02523886203220195,0
,34.19%,,0.02523886203220195,0
,46.21%,,0.02523886203220195,0
,48.71%,,0.02523886203220195,0
,43.47%,,0.02523886203220195,0
,27.93%,,0.02523886203220195,0
,39.39%,,0.02523886203220195,0
,19.61%,,0.02523886203220195,0
,31.93%,,0.02523886203220195,0
,47.33%,,0.02523886203220195,0
,43.58%,,0.02523886203220195,0
,45.34%,,0.02523886203220195,0
,43.52%,,0.02523886203220195,0
,52.39%,,0.02523886203220195,0
,53.94%,,0.02523886203220195,0
,42.29%,,0.02523886203220195,0
,45.71%,,0.02523886203220195,0
,23.86%,,0.02523886203220195,0
,41.93%,,0.02523886203220195,0
,65.11%,,0.02523886203220195,0
,41.36%,,0.02523886203220195,0
,38.57%,,0.02523886203220195,0
,48.10%,,0.02523886203220195,0
,44.11%,,0.02523886203220195,0
,37.36%,,0.02523886203220195,0
,43.82%,,0.02523886203220195,0
,47.74%,,0.02523886203220195,0
,35.05%,,0.02523886203220195,0
,55.80%,,0.02523886203220195,0
,35.61%,,0.02523886203220195,0
,63.15%,,0.02523886203220195,0
,37.58%,,0.02523886203220195,0
,27.63%,,0.02523886203220195,0
,35.89%,,0.02523886203220195,0
,48.52%,,0.02523886203220195,0
,30.65%,,0.02523886203220195,0
,38.13%,,0.02523886203220195,0
,60.27%,,0.02523886203220195,0
,31.87%,,0.02523886203220195,0
,36.73%,,0.02523886203220195,0
,50.84%,,0.02523886203220195,0
,57.47%,,0.02523886203220195,0
,63.10%,,0.02523886203220195,0
,29.65%,,0.02523886203220195,0
,47.71%,,0.02523886203220195,0
,57.62%,,0.02523886203220195,0
,43.45%,,0.02523886203220195,0
,51.20%,,0.02523886203220195,0
,45.04%,,0.02523886203220195,0
,35.75%,,0.02523886203220195,0
,50.68%,,0.02523886203220195,0
,46.67%,,0.02523886203220195,0
,31.96%,,0.02523886203220195,0
,64.99%,,0.02523886203220195,0
,45.65%,,0.02523886203220195,0
,53.31%,,0.02523886203220195,0
,39.05%,,0.02523886203220195,0
,54.67%,,0.02523886203220195,0
,36.55%,,0.02523886203220195,0
,43.57%,,0.02523886203220195,0
,55.73%,,0.02523886203220195,0
,47.39%,,0.02523886203220195,0
,40.79%,,0.02523886203220195,0
,32.43%,,0.02523886203220195,0
,26.53%,,0.02523886203220195,0
,53.34%,,0.02523886203220195,0
,47.15%,,0.02523886203220195,0
,36.59%,,0.02523886203220195,0
,34.59%,,0.02523886203220195,0
,36.05%,,0.02523886203220195,0
,46.57%,,0.02523886203220195,0
,30.10%,,0.02523886203220195,0
,33.59%,,0.02523886203220195,0
,41.87%,,0.02523886203220195,0
,36.77%,,0.02523886203220195,0
,63.69%,,0.02523886203220195,0
,63.68%,,0.02523886203220195,0
,68.86%,,0.02523886203220195,0
,64.22%,,0.02523886203220195,0
,64.25%,,0.02523886203220195,0
,49.92%,,0.02523886203220195,0
,65.80%,,0.02523886203220195,0
,21.89%,,0.02523886203220195,0
,61.86%,,0.02523886203220195,0
,45.83%,,0.02523886203220195,0
,86.64%,,0.02523886203220195,0
,55.68%,,0.02523886203220195,0
,21.74%,,0.02523886203220195,0
,35.34%,,0.02523886203220195,0
,53.86%,,0.02523886203220195,0
,73.50%,,0.02523886203220195,0
,49.08%,,0.02523886203220195,0
,45.44%,,0.02523886203220195,0
,48.74%,,0.02523886203220195,0
,63.92%,,0.02523886203220195,0
,54.14%,,0.02523886203220195,0
,33.23%,,0.02523886203220195,0
,50.35%,,0.02523886203220195,0
,62.34%,,0.02523886203220195,0
,78.89%,,0.02523886203220195,0
,42.57%,,0.02523886203220195,0
,67.92%,,0.02523886203220195,0
,48.82%,,0.02523886203220195,0
,44.97%,,0.02523886203220195,0
,45.88%,,0.02523886203220195,0
,33.27%,,0.02523886203220195,0
,56.61%,,0.02523886203220195,0
,47.46%,,0.02523886203220195,0
,36.01%,,0.02523886203220195,0
,37.14%,,0.02523886203220195,0
,38.07%,,0.02523886203220195,0
,44.06%,,0.02523886203220195,0
,53.98%,,0.02523886203220195,0
,57.37%,,0.02523886203220195,0
,43.34%,,0.02523886203220195,0
,77.50%,,0.02523886203220195,0
,32.18%,,0.02523886203220195,0
,71.29%,,0.02523886203220195,0
,56.72%,,0.02523886203220195,0
,75.31%,,0.02523886203220195,0
,40.28%,,0.02523886203220195,0
,24.52%,,0.02523886203220195,0
,39%,,0.02523886203220195,0
,41.63%,,0.02523886203220195,0
,44.06%,,0.02523886203220195,0
,56.37%,,0.02523886203220195,0
,32.78%,,0.02523886203220195,0
,41.80%,,0.02523886203220195,0
,87.97%,,0.02523886203220195,0
,23.74%,,0.02523886203220195,0
,18.15%,,0.02523886203220195,0
,36.71%,,0.02523886203220195,0
,29.47%,,0.02523886203220195,0
,28.26%,,0.02523886203220195,0
,63%,,0.02523886203220195,0
,52.21%,,0.02523886203220195,0
,26.94%,,0.02523886203220195,0
,50.96%,,0.02523886203220195,0
,52.77%,,0.02523886203220195,0
,25.14%,,0.02523886203220195,0
,23.21%,,0.02523886203220195,0
,35.63%,,0.02523886203220195,0
,45.95%,,0.02523886203220195,0
,56.26%,,0.02523886203220195,0
,44.47%,,0.02523886203220195,0
,44.31%,,0.02523886203220195,0
,57.48%,,0.02523886203220195,0
,35.40%,,0.02523886203220195,0
,77.73%,,0.02523886203220195,0
,28.48%,,0.02523886203220195,0
,43.20%,,0.02523886203220195,0
,53.68%,,0.02523886203220195,0
,16.20%,,0.02523886203220195,0
,53.55%,,0.02523886203220195,0
,41.10%,,0.02523886203220195,0
,56.89%,,0.02523886203220195,0
,53.60%,,0.02523886203220195,0
,40.67%,,0.02523886203220195,0
,28.35%,,0.02523886203220195,0
,44.74%,,0.02523886203220195,0
,64.10%,,0.02523886203220195,0
,39.44%,,0.02523886203220195,0
,22.72%,,0.02523886203220195,0
,26.32%,,0.02523886203220195,0
,34.96%,,0.02523886203220195,0
,16.67%,,0.02523886203220195,0
,34.96%,,0.02523886203220195,0
,31.74%,,0.02523886203220195,0
,11.33%,,0.02523886203220195,0
,68.64%,,0.02523886203220195,0
,63.44%,,0.02523886203220195,0
,66.61%,,0.02523886203220195,0
,50%,,0.02523886203220195,0
,24.61%,,0.02523886203220195,0
,18.42%,,0.02523886203220195,0
,30.34%,,0.02523886203220195,0
,41.82%,,0.02523886203220195,0
,55.55%,,0.02523886203220195,0
,54.24%,,0.02523886203220195,0
,43.24%,,0.02523886203220195,0
,77.22%,,0.02523886203220195,0
,69.91%,,0.02523886203220195,0
,72.77%,,0.02523886203220195,0
,54.54%,,0.02523886203220195,0
,72.28%,,0.02523886203220195,0
,42.56%,,0.02523886203220195,0
,66.50%,,0.02523886203220195,0
,44.47%,,0.02523886203220195,0
,74.19%,,0.02523886203220195,0
,24.25%,,0.02523886203220195,0
,55.44%,,0.02523886203220195,0
,31.32%,,0.02523886203220195,0
,23.72%,,0.02523886203220195,0
,47.72%,,0.02523886203220195,0
,14.78%,,0.02523886203220195,0
,27.30%,,0.02523886203220195,0
,30.73%,,0.02523886203220195,0
,38.38%,,0.02523886203220195,0
,49.82%,,0.02523886203220195,0
,28.31%,,0.02523886203220195,0
,66.03%,,0.02523886203220195,0
,45.86%,,0.02523886203220195,0
,18.76%,,0.02523886203220195,0
,29.48%,,0.02523886203220195,0
,43.14%,,0.02523886203220195,0
,76.19%,,0.02523886203220195,0
,53.59%,,0.02523886203220195,0
,27.03%,,0.02523886203220195,0
,30.74%,,0.02523886203220195,0
,72.79%,,0.02523886203220195,0
,29.22%,,0.02523886203220195,0
,26.23%,,0.02523886203220195,0
,55.93%,,0.02523886203220195,0
,55.89%,,0.02523886203220195,0
,44.43%,,0.02523886203220195,0
,30.20%,,0.02523886203220195,0
,34.23%,,0.02523886203220195,0
,63.63%,,0.02523886203220195,0
,59.28%,,0.02523886203220195,0
,60.41%,,0.02523886203220195,0
,80.03%,,0.02523886203220195,0
,86.61%,,0.02523886203220195,0
,57.63%,,0.02523886203220195,0
,16.78%,,0.02523886203220195,0
,24.63%,,0.02523886203220195,0
,28.55%,,0.02523886203220195,0
,41.70%,,0.02523886203220195,0
,8.97%,,0.02523886203220195,0
,39.42%,,0.02523886203220195,0
,26.57%,,0.02523886203220195,0
,45.13%,,0.02523886203220195,0
,62.95%,,0.02523886203220195,0
,23.98%,,0.02523886203220195,0
,78.94%,,0.02523886203220195,0
,52.82%,,0.02523886203220195,0
,78.08%,,0.02523886203220195,0
,37.17%,,0.02523886203220195,0
,15.85%,,0.02523886203220195,0
,33.02%,,0.02523886203220195,0
,55.68%,,0.02523886203220195,0
,31.19%,,0.02523886203220195,0
,55.61%,,0.02523886203220195,0
,22.24%,,0.02523886203220195,0
,18.90%,,0.02523886203220195,0
,33.71%,,0.02523886203220195,0
,40.79%,,0.02523886203220195,0
,39.53%,,0.02523886203220195,0
,72.94%,,0.02523886203220195,0
,29.98%,,0.02523886203220195,0
,60.80%,,0.02523886203220195,0
,25.93%,,0.02523886203220195,0
,61.87%,,0.02523886203220195,0
,14.05%,,0.02523886203220195,0
,52.65%,,0.02523886203220195,0
,55.27%,,0.02523886203220195,0
,28.84%,,0.02523886203220195,0
,25.04%,,0.02523886203220195,0
,30.13%,,0.02523886203220195,0
,73.02%,,0.02523886203220195,0
,21.43%,,0.02523886203220195,0
,21.65%,,0.02523886203220195,0
,21.43%,,0.02523886203220195,0
,21.66%,,0.02523886203220195,0
,21.33%,,0.02523886203220195,0
,20.96%,,0.02523886203220195,0
,53.09%,,0.02523886203220195,0
,71.71%,,0.02523886203220195,0
,69.33%,,0.02523886203220195,0
,28.34%,,0.02523886203220195,0
,43.61%,,0.02523886203220195,0
,66.36%,,0.02523886203220195,0
,52.47%,,0.02523886203220195,0
,80.58%,,0.02523886203220195,0
,34.62%,,0.02523886203220195,0
,22.12%,,0.02523886203220195,0
,85.48%,,0.02523886203220195,0
,98.56%,,0.02523886203220195,0
,91.01%,,0.02523886203220195,0
,38.43%,,0.02523886203220195,0
,86.55%,,0.02523886203220195,0
,43.12%,,0.02523886203220195,0
,26.34%,,0.02523886203220195,0
,49.49%,,0.02523886203220195,0
,54.58%,,0.02523886203220195,0
,40.75%,,0.02523886203220195,0
,30.93%,,0.02523886203220195,0
,32.30%,,0.02523886203220195,0
,27.81%,,0.02523886203220195,0
,26.40%,,0.02523886203220195,0
,61.63%,,0.02523886203220195,0
,21.19%,,0.02523886203220195,0
,21.24%,,0.02523886203220195,0
,48.05%,,0.02523886203220195,0
,66.31%,,0.02523886203220195,0
,73.15%,,0.02523886203220195,0
,65.02%,,0.02523886203220195,0
,80.93%,,0.02523886203220195,0
,55.59%,,0.02523886203220195,0
,41.29%,,0.02523886203220195,0
,40.82%,,0.02523886203220195,0
,40.81%,,0.02523886203220195,0
,43.58%,,0.02523886203220195,0
,64.33%,,0.02523886203220195,0
,78.64%,,0.02523886203220195,0
,50.31%,,0.02523886203220195,0
,64.24%,,0.02523886203220195,0
,73.07%,,0.02523886203220195,0
,55.16%,,0.02523886203220195,0
,41.06%,,0.02523886203220195,0
,42.95%,,0.02523886203220195,0
,21.11%,,0.02523886203220195,0
,47.11%,,0.02523886203220195,0
,39.18%,,0.02523886203220195,0
,26.53%,,0.02523886203220195,0
,48.63%,,0.02523886203220195,0
,78.03%,,0.02523886203220195,0
,44.60%,,0.02523886203220195,0
,59.65%,,0.02523886203220195,0
,32.41%,,0.02523886203220195,0
,44.02%,,0.02523886203220195,0
,63.42%,,0.02523886203220195,0
,55.26%,,0.02523886203220195,0
,40.95%,,0.02523886203220195,0
,40.40%,,0.02523886203220195,0
,54.25%,,0.02523886203220195,0
,35.24%,,0.02523886203220195,0
,68.51%,,0.02523886203220195,0
,53.44%,,0.02523886203220195,0
,49.90%,,0.02523886203220195,0
,61.11%,,0.02523886203220195,0
,43.66%,,0.02523886203220195,0
,56.77%,,0.02523886203220195,0
,54.01%,,0.02523886203220195,0
,42.42%,,0.02523886203220195,0
,67.80%,,0.02523886203220195,0
,53.80%,,0.02523886203220195,0
,48.75%,,0.02523886203220195,0
,22.96%,,0.02523886203220195,0
,49.40%,,0.02523886203220195,0
,40.83%,,0.02523886203220195,0
,59.57%,,0.02523886203220195,0
,39.75%,,0.02523886203220195,0
,25.49%,,0.02523886203220195,0
,41.47%,,0.02523886203220195,0
,43.04%,,0.02523886203220195,0
,60.79%,,0.02523886203220195,0
,43.89%,,0.02523886203220195,0
,21.09%,,0.02523886203220195,0
,32.32%,,0.02523886203220195,0
,44.41%,,0.02523886203220195,0
,47.66%,,0.02523886203220195,0
,47.31%,,0.02523886203220195,0
,49.75%,,0.02523886203220195,0
,27.95%,,0.02523886203220195,0
,68.79%,,0.02523886203220195,0
,58.01%,,0.02523886203220195,0
,37.43%,,0.02523886203220195,0
,59.19%,,0.02523886203220195,0
,38.70%,,0.02523886203220195,0
,62.86%,,0.02523886203220195,0
,54.84%,,0.02523886203220195,0
,28.29%,,0.02523886203220195,0
,24.10%,,0.02523886203220195,0
,37.16%,,0.02523886203220195,0
,55.95%,,0.02523886203220195,0
,61%,,0.02523886203220195,0
,29.68%,,0.02523886203220195,0
,43.15%,,0.02523886203220195,0
,49.86%,,0.02523886203220195,0
,51.25%,,0.02523886203220195,0
,29.45%,,0.02523886203220195,0
,34.23%,,0.02523886203220195,0
,43.12%,,0.02523886203220195,0
,36.66%,,0.02523886203220195,0
,54.10%,,0.02523886203220195,0
,47.30%,,0.02523886203220195,0
,36.60%,,0.02523886203220195,0
,30.30%,,0.02523886203220195,0
,51.54%,,0.02523886203220195,0
,47.43%,,0.02523886203220195,0
,32.73%,,0.02523886203220195,0
,32.45%,,0.02523886203220195,0
,28.45%,,0.02523886203220195,0
,39.81%,,0.02523886203220195,0
,33.83%,,0.02523886203220195,0
,36.45%,,0.02523886203220195,0
,34.19%,,0.02523886203220195,0
,36.69%,,0.02523886203220195,0
,51.48%,,0.02523886203220195,0
,30.27%,,0.02523886203220195,0
,27.26%,,0.02523886203220195,0
,38.19%,,0.02523886203220195,0
,44.59%,,0.02523886203220195,0
,45.90%,,0.02523886203220195,0
,44.72%,,0.02523886203220195,0
,47.91%,,0.02523886203220195,0
,42.96%,,0.02523886203220195,0
,36.15%,,0.02523886203220195,0
,28.29%,,0.02523886203220195,0
,43.72%,,0.02523886203220195,0
,67.24%,,0.02523886203220195,0
,25.11%,,0.02523886203220195,0
,50.80%,,0.02523886203220195,0
,30.37%,,0.02523886203220195,0
,64.75%,,0.02523886203220195,0
,33.79%,,0.02523886203220195,0
,48.66%,,0.02523886203220195,0
,39.62%,,0.02523886203220195,0
,29.65%,,0.02523886203220195,0
,56.75%,,0.02523886203220195,0
,21.27%,,0.02523886203220195,0
,34.94%,,0.02523886203220195,0
,28.94%,,0.02523886203220195,0
,30.34%,,0.02523886203220195,0
,56.31%,,0.02523886203220195,0
,27.91%,,0.02523886203220195,0
,31.21%,,0.02523886203220195,0
,39.89%,,0.02523886203220195,0
,74.72%,,0.02523886203220195,0
,40.29%,,0.02523886203220195,0
,39.19%,,0.02523886203220195,0
,30.54%,,0.02523886203220195,0
,69.81%,,0.02523886203220195,0
,56.89%,,0.02523886203220195,0
,31.72%,,0.02523886203220195,0
,53.11%,,0.02523886203220195,0
,12.89%,,0.02523886203220195,0
,29.03%,,0.02523886203220195,0
,74.31%,,0.02523886203220195,0
,46.72%,,0.02523886203220195,0
,43.55%,,0.02523886203220195,0
,37.61%,,0.02523886203220195,0
,63.70%,,0.02523886203220195,0
,61.21%,,0.02523886203220195,0
,46.10%,,0.02523886203220195,0
,70.25%,,0.02523886203220195,0
,42.26%,,0.02523886203220195,0
,59.92%,,0.02523886203220195,0
,59.21%,,0.02523886203220195,0
,50.17%,,0.02523886203220195,0
,45.67%,,0.02523886203220195,0
,55.68%,,0.02523886203220195,0
,57.95%,,0.02523886203220195,0
,78.24%,,0.02523886203220195,0
,40.14%,,0.02523886203220195,0
,25.43%,,0.02523886203220195,0
,48.34%,,0.02523886203220195,0
,34.33%,,0.02523886203220195,0
,68.46%,,0.02523886203220195,0
,52.96%,,0.02523886203220195,0
,62.79%,,0.02523886203220195,0
,5.23%,,0.02523886203220195,0
,35.08%,,0.02523886203220195,0
,81.03%,,0.02523886203220195,0
,27.58%,,0.02523886203220195,0
,48.31%,,0.02523886203220195,0
,62.63%,,0.02523886203220195,0
,32.15%,,0.02523886203220195,0
,41.72%,,0.02523886203220195,0
,50.03%,,0.02523886203220195,0
,47.31%,,0.02523886203220195,0
,58.55%,,0.02523886203220195,0
,42.19%,,0.02523886203220195,0
,78.48%,,0.02523886203220195,0
,42.54%,,0.02523886203220195,0
,41.02%,,0.02523886203220195,0
,45.70%,,0.02523886203220195,0
,17.48%,,0.02523886203220195,0
,50.76%,,0.02523886203220195,0
,34.39%,,0.02523886203220195,0
,36.09%,,0.02523886203220195,0
,41.09%,,0.02523886203220195,0
,48.12%,,0.02523886203220195,0
,37.51%,,0.02523886203220195,0
,42.41%,,0.02523886203220195,0
,38.13%,,0.02523886203220195,0
,40.22%,,0.02523886203220195,0
,37.32%,,0.02523886203220195,0
,49.41%,,0.02523886203220195,0
,48.07%,,0.02523886203220195,0
,27.79%,,0.02523886203220195,0
,32.33%,,0.02523886203220195,0
,39.55%,,0.02523886203220195,0
,45.40%,,0.02523886203220195,0
,30.07%,,0.02523886203220195,0
,32.93%,,0.02523886203220195,0
,38.29%,,0.02523886203220195,0
,52.45%,,0.02523886203220195,0
,51.71%,,0.02523886203220195,0
,45.57%,,0.02523886203220195,0
,40.73%,,0.02523886203220195,0
